store_id,item_number,day,quantity
store_a,1001,2024-05-02,21.9
store_a,1001,2024-05-03,21.7
store_a,1001,2024-05-04,31.3
store_a,1001,06/05/2024,39.7
store_a,1001,2024-05-07,25.2
store_a,1001,2024-05-08,19.0
store_a,1001,2024-05-09,21.4
store_a,1001,2024-05-10,20.8
store_a,1001,2024-05-11,27.8
store_a,1001,2024-05-13,33.3
store_a,1001,2024-05-14,19.2
store_a,1001,2024-05-15,19.7
store_a,1001,2024-05-16,22.7
store_a,1001,2024-05-17,21.8
store_a,1001,2024-05-18,29.4
store_a,1001,2024-05-20,37.3
store_a,1001,21/05/2024,25.8
store_a,1001,2024-05-22,24.1
store_a,1001,2024-05-23,22.0
store_a,1001,2024-05-24,19.2
store_a,1001,2024-05-25,29.7
store_a,1001,2024-05-27,34.9
store_a,1001,2024-05-28,21.3
store_a,1001,2024-05-29,19.2
store_a,1001,2024-05-30,23.2
STORE_A,1001,2024-05-31,22.7
store_a,1001,2024-06-01,29.1
store_a,1001,2024-06-03,39.2
store_a,1001,2024-06-04,23.9
store_a,1001,2024-06-05,22.3
store_a,1001,2024-06-06,22.6
store_a,1001,2024-06-07,24.5
store_a,1001,2024-06-08,29.1
store_a,1001,2024-06-10,36.9
store_a,1001,2024-06-11,21.6
store_a,1001,2024-06-12,23.4
store_a,1001,2024-06-13,20.8
store_a,1001,2024-06-14,19.7
store_a,1001,2024-06-15,29.4
store_a,1001,2024-06-17,38.2
store_a,1001,2024-06-18,25.5
store_a,1001,2024-06-19,24.5
store_a,1001,2024-06-20,19.5
store_a,1001,2024-06-21,23.8
store_a,1001,2024-06-22,26.3
store_a,1001,2024-06-24,36.7
store_a,1001,2024-06-25,25.1
store_a,1001,2024-06-26,21.8
store_a,1001,2024-06-27,20.9
store_a,1001,2024-06-28,20.8
store_a,1001,2024-06-29,5.3
store_a,1001,2024-07-01,37.0
store_a,1001,2024-07-02,25.7
store_a,1001,03/07/2024,21.5
store_a,1001,2024-07-04,19.2
store_a,1001,2024-07-05,21.8
store_a,1001,2024-07-06,27.2
store_a,1001,2024-07-08,35.6
store_a,1001,2024-07-09,22.6
store_a,1001,2024-07-10,23.0
store_a,1001,2024-07-11,21.1
store_a,1001,2024-07-12,20.9
store_a,1001,2024-07-13,27.5
store_a,1001,2024-07-15,35.9
store_a,1001,2024-07-16,24.6
store_a,1001,2024-07-17,20.7
store_a,1001,2024-07-18,25.4
store_a,1001,2024-07-19,24.3
store_a,1001,2024-07-20,27.6
store_a,1001,2024-07-22,33.9
store_a,1001,2024-07-23,22.6
store_a,1001,2024-07-24,23.9
store_a,1001,2024-07-25,20.4
store_a,1001,2024-07-26,23.9
store_a,1001,2024-07-27,29.0
store_a,1001,2024-07-29,38.0
store_a,1001,2024-07-30,23.1
store_a,1001,2024-07-31,19.9
store_a,1001,2024-08-01,20.1
store_a,1001,2024-08-02,19.9
store_a,1001,2024-08-03,29.4
store_a,1001,2024-08-05,34.7
store_a,1001,2024-08-06,22.3
store_a,1001,2024-08-07,20.4
store_a,1001,2024-08-08,20.7
store_a,1001,2024-08-09,18.0
store_a,1001,2024-08-10,30.0
store_a,1001,2024-08-12,33.5
store_a,1001,13/08/2024,21.3
store_a,1001,2024-08-14,21.6
store_a,1001,2024-08-15,23.1
store_a,1001,2024-08-16,20.7
store_a ,1001,2024-08-17,28.7
store_a,1001,2024-08-19,13.3
store_a,1001,2024-08-20,25.0
store_a,1001,2024-08-21,22.8
store_a,1001,2024-08-22,18.5
store_a,1001,2024-08-23,23.4
store_a,1001,2024-08-24,27.7
store_a,1001,2024-08-26,35.7
store_a,1001,2024-08-27,23.8
 store_a,1001,2024-08-28,22.7
store_a,1001,2024-08-29,18.0
store_a,1001,2024-08-30,21.0
store_a,1001,2024-08-31,28.0
store_a,1001,2024-09-02,37.4
store_a,1001,2024-09-03,25.8
store_a,1001,2024-09-04,20.6
store_a,1001,2024-09-05,20.0
store_a,1001,2024-09-06,21.0
store_a,1001,2024-09-07,26.8
store_a,1001,2024-09-09,34.3
store_a,1001,2024-09-10,21.9
store_a,1001,2024-09-11,23.0
store_a,1001,2024-09-12,21.0
store_a,1001,2024-09-13,2.7
store_a,1001,2024-09-14,29.0
store_a,1001,2024-09-16,36.7
store_a,1001,2024-09-17,21.6
store_a,1001,2024-09-18,21.8
store_a,1001,2024-09-19,22.4
store_a,1001,2024-09-20,22.8
store_a,1001,2024-09-21,30.6
store_a,1001,2024-09-23,36.7
store_a,1001,2024-09-24,23.6
store_a,1001,2024-09-25,20.0
store_a,1001,2024-09-26,22.2
store_a,1001,2024-09-27,21.6
store_a,1001,2024-09-28,27.8
store_a,1001,2024-09-30,35.8
store_a,1001,2024-10-01,24.6
store_a,1001,2024-10-02,19.8
store_a,1001,03/10/2024,22.9
store_a,1001,2024-10-04,19.8
store_a,1001,2024-10-05,30.4
store_a,1001,2024-10-07,39.2
store_a,1001,2024-10-08,27.0
store_a,1001,2024-10-09,23.5
store_a,1001,2024-10-10,24.0
store_a,1001,2024-10-11,22.2
store_a,1001,2024-10-12,29.5
store_a,1001,2024-10-14,36.5
store_a,1001,2024-10-15,23.0
store_a,1001,2024-10-16,23.3
store_a,1001,2024-10-17,20.9
store_a,1001,2024-10-18,6.7
store_a,1001,2024-10-19,29.0
store_a,1001,2024-10-21,33.5
store_a,1001,2024-10-22,21.5
store_a,1001,2024-10-23,22.0
store_a,1001,2024-10-24,19.4
store_a,1001,2024-10-25,23.9
store_a,1001,2024-10-26,31.1
store_a,1001,2024-10-28,35.9
store_a,1001,2024-10-29,22.5
store_a,1001,2024-10-30,22.6
store_a,1001,2024-10-31,23.4
store_a,1001,2024-11-01,22.3
store_a,1001,2024-11-02,30.8
store_a,1001,2024-11-04,37.3
store_a,1001,2024-11-05,26.0
store_a,1001,2024-11-06,23.3
store_a,1001,2024-11-07,23.7
store_a,1001,2024-11-08,22.4
store_a,1001,2024-11-09,30.6
store_a,1001,2024-11-11,34.3
store_a,1001,2024-11-12,20.7
store_a,1001,2024-11-13,20.0
store_a,1001,2024-11-14,21.4
store_a,1001,2024-11-15,24.3
store_a,1001,2024-11-16,27.5
store_a,1001,2024-11-18,36.8
store_a,1001,2024-11-19,21.3
store_a,1001,2024-11-20,22.4
store_a,1001,2024-11-21,9.7
store_a,1001,2024-11-22,20.0
store_a,1001,2024-11-23,5.4
store_a,1001,2024-11-25,37.0
store_a,1001,2024-11-26,24.0
store_a,1001,2024-11-27,23.2
store_a,1001,2024-11-28,22.7
store_a,1001,2024-11-29,22.2
store_a,1001,2024-11-30,28.1
store_a,1001,2024-12-02,35.9
store_a ,1001,2024-12-03,24.9
store_a,1001,2024-12-04,21.6
store_a,1001,2024-12-05,22.9
store_a,1001,2024-12-06,20.4
store_a,1001,2024-12-07,28.6
store_a,1001,2024-12-09,32.8
store_a,1001,2024-12-10,23.3
store_a,1001,2024-12-11,23.7
store_a,1001,2024-12-12,22.0
store_a,1001,2024-12-13,21.8
store_a,1001,2024-12-14,10.3
store_a,1001,2024-12-16,38.0
store_a,1001,2024-12-17,24.5
store_a,1001,2024-12-18,22.0
store_a,1001,2024-12-19,19.7
STORE_A,1001,2024-12-20,21.9
store_a,1001,2024-12-21,26.3
store_a ,1001,2024-12-23,35.3
store_a,1001,2024-12-24,23.8
store_a,1001,2024-12-25,22.7
store_a,1001,2024-12-26,22.5
store_a,1001,2024-12-27,20.6
store_a,1001,2024-12-28,29.3
store_a,1001,2024-12-30,34.4
store_a,1001,2024-12-31,21.8
store_a,1002,2024-01-01,26.8
store_a,1002,2024-01-02,39.0
STORE_A,1002,2024-01-03,39.4
store_a,1002,2024-01-04,40.0
store_a,1002,2024-01-05,37.3
store_a,1002,2024-01-06,52.0
store_a,1002,08/01/2024,59.9
store_a,1002,2024-01-09,39.2
store_a,1002,2024-01-10,40.1
store_a,1002,2024-01-11,15.4
store_a,1002,2024-01-12,40.0
store_a,1002,2024-01-13,52.8
store_a,1002,2024-01-15,67.7
store_a,1002,2024-01-16,40.5
store_a,1002,2024-01-17,38.9
store_a,1002,2024-01-18,39.5
store_a,1002,2024-01-19,37.8
store_a,1002,2024-01-20,51.0
store_a,1002,2024-01-22,66.6
store_a,1002,2024-01-23,39.4
store_a,1002,2024-01-24,39.5
store_a,1002,2024-01-25,38.9
store_a,1002,2024-01-26,38.2
store_a,1002,2024-01-27,52.4
store_a,1002,2024-01-29,62.8
store_a,1002,2024-01-30,39.6
store_a,1002,2024-01-31,38.7
store_a,1002,2024-02-01,36.4
store_a,1002,2024-02-02,36.4
store_a,1002,2024-02-03,54.3
store_a,1002,2024-02-05,62.5
store_b,1009,2024-03-02,14.4
store_a,1002,2024-02-06,40.3
store_a,1002,07/02/2024,39.3
store_a ,1002,2024-02-08,39.6
store_a,1002,2024-02-09,41.8
store_a,1002,2024-02-10,52.3
store_a ,1002,2024-02-12,66.5
store_a,1002,13/02/2024,40.4
store_a,1002,2024-02-14,41.2
store_a,1002,2024-02-15,37.9
store_a,1002,2024-02-16,38.1
store_a,1002,2024-02-17,48.8
store_a,1002,2024-02-19,66.1
store_a,1002,2024-02-20,38.4
store_a,1002,2024-02-21,38.6
store_a,1002,2024-02-22,40.5
store_a,1002,2024-02-23,38.7
store_a,1002,2024-02-24,12.3
store_a,1002,2024-02-26,64.0
store_a,1002,2024-02-27,39.7
store_a,1002,2024-02-28,39.4
STORE_A,1002,2024-02-29,37.7
store_a,1002,2024-03-01,41.2
store_a,1002,2024-03-02,52.5
store_a,1002,2024-03-04,64.3
store_a,1002,2024-03-05,39.3
store_a,1002,2024-03-06,37.5
store_a,1002,07/03/2024,38.8
store_a,1002,2024-03-08,38.4
store_a,1002,2024-03-09,12.1
store_a,1002,2024-03-11,62.0
store_a,1002,2024-03-12,39.8
store_a,1002,2024-03-13,39.3
store_a,1002,2024-03-14,34.1
store_a,1002,2024-03-15,39.9
store_a,1002,2024-03-16,51.2
store_a,1002,2024-03-18,62.3
store_a,1002,2024-03-19,34.8
store_a,1002,2024-03-20,35.7
store_a,1002,2024-03-21,39.3
store_a,1002,2024-03-22,37.1
store_a,1002,2024-03-23,53.8
store_a,1002,2024-03-25,66.8
store_a,1002,2024-03-26,37.8
store_a,1002,2024-03-27,39.2
store_a,1002,2024-03-28,41.2
store_a,1002,2024-03-29,41.8
store_a,1002,2024-03-30,50.5
store_a,1002,2024-04-01,65.8
store_a,1002,2024-04-02,38.4
store_a,1002,2024-04-03,12.1
store_a,1002,2024-04-04,39.0
store_a,1002,2024-04-05,40.9
store_a,1002,2024-04-06,50.8
store_a,1002,2024-04-08,65.8
store_a,1002,2024-04-09,41.4
store_a,1002,2024-04-10,38.3
store_a,1002,2024-04-11,39.0
store_a,1002,2024-04-12,40.7
store_a,1002,2024-04-13,48.8
store_a,1002,2024-04-15,64.0
store_a,1002,2024-04-16,41.5
store_a,1002,2024-04-17,39.9
store_a,1002,2024-04-18,38.9
store_a,1002,2024-04-19,38.6
store_a,1002,2024-04-20,50.0
store_a,1002,2024-04-22,63.8
store_a,1002,2024-04-23,46.2
store_a,1002,2024-04-24,39.8
store_a,1002,2024-04-25,36.0
store_a,1002,2024-04-26,37.9
store_a,1002,2024-04-27,55.3
store_a,1002,2024-04-29,64.9
store_a,1002,30/04/2024,38.1
store_a,1002,2024-05-01,41.1
store_a,1002,2024-05-02,37.7
store_a,1002,2024-05-03,40.1
store_a,1002,04/05/2024,53.8
store_a,1002,2024-05-06,66.1
store_a,1002,2024-05-07,39.7
store_a,1002,2024-05-08,39.0
STORE_A,1002,2024-05-09,36.9
store_a,1002,2024-05-10,38.1
store_a,1002,2024-05-11,10.4
store_a,1002,2024-05-13,67.0
store_a,1002,2024-05-14,42.8
store_a,1002,2024-05-15,40.8
store_a,1002,2024-05-16,37.1
STORE_A,1002,2024-05-17,38.8
store_a,1002,2024-05-18,54.7
store_a,1002,2024-05-20,65.1
store_a,1002,2024-05-21,41.1
store_a,1002,2024-05-22,40.5
store_a,1002,2024-05-23,36.3
store_a,1002,2024-05-24,39.4
store_a,1002,2024-05-25,52.3
store_a,1002,2024-05-27,66.4
store_a,1002,2024-05-28,44.5
store_a,1002,2024-05-29,37.8
store_a,1002,2024-05-30,37.6
store_a,1002,2024-05-31,39.2
store_a,1002,2024-06-01,54.3
store_a,1002,2024-06-03,62.9
store_a,1002,2024-06-04,38.7
store_a,1002,2024-06-05,39.2
store_a,1002,2024-06-06,39.9
store_a,1002,2024-06-07,38.6
store_a,1002,2024-06-08,51.1
store_a,1002,2024-06-10,62.2
store_a,1002,2024-06-11,40.2
store_a,1002,2024-06-12,41.7
store_a,1002,2024-06-13,40.5
store_a,1002,14/06/2024,39.9
store_a,1002,2024-06-15,53.7
store_a,1002,2024-06-17,63.6
store_a,1002,2024-06-18,40.7
store_a,1002,2024-06-19,41.0
store_a,1002,2024-06-20,40.1
store_a,1002,2024-06-21,40.6
store_a,1002,2024-06-22,50.6
store_a,1002,2024-06-24,63.5
store_a,1002,2024-06-25,40.8
store_a,1002,2024-06-26,37.1
store_a,1002,2024-06-27,37.6
store_a,1002,2024-06-28,36.6
store_a,1002,2024-06-29,52.2
store_a,1002,2024-07-01,63.8
store_a,1002,2024-07-02,40.5
store_a,1002,2024-07-03,37.5
store_a,1002,2024-07-04,38.0
store_a,1002,2024-07-05,40.3
store_a,1002,2024-07-06,50.1
store_a,1002,2024-07-08,63.1
store_a,1002,2024-07-09,40.5
store_a,1002,2024-07-10,36.6
store_a,1002,2024-07-11,40.0
store_a,1002,2024-07-12,41.9
store_a,1002,2024-07-13,50.4
store_a,1002,2024-07-15,64.3
store_a,1002,2024-07-16,41.1
store_a,1002,2024-07-17,38.1
store_a,1002,2024-07-18,41.4
store_a,1002,2024-07-19,38.5
store_a,1002,2024-07-20,50.2
store_a,1002,2024-07-22,64.0
store_a,1002,23/07/2024,40.4
store_a,1002,2024-07-24,10.2
store_a,1002,2024-07-25,41.0
store_a,1002,2024-07-26,41.5
store_a,1002,2024-07-27,52.0
store_a,1002,2024-07-29,65.9
store_a,1002,30/07/2024,38.8
store_a,1002,2024-07-31,38.9
store_a,1002,2024-08-01,34.3
store_a,1002,2024-08-02,41.0
store_a,1002,2024-08-03,51.9
store_a,1002,2024-08-05,67.7
store_a,1002,2024-08-06,38.9
store_a,1002,2024-08-07,40.3
store_a,1002,2024-08-08,40.0
store_a,1002,2024-08-09,38.7
store_a,1002,2024-08-10,54.1
store_a,1002,2024-08-12,65.3
store_a,1002,2024-08-13,37.6
store_a,1002,2024-08-14,41.0
store_a ,1002,2024-08-15,13.7
store_a,1002,2024-08-16,38.0
store_a,1002,2024-08-17,49.7
store_a,1002,2024-08-19,61.4
store_a,1002,2024-08-20,38.5
store_a,1002,2024-08-21,41.1
store_a,1002,2024-08-22,40.0
store_a,1002,2024-08-23,39.9
store_a,1002,2024-08-24,52.7
store_a,1002,2024-08-26,64.2
store_a,1002,2024-08-27,39.4
store_a,1002,2024-08-28,39.4
store_a,1002,2024-08-29,39.2
store_a,1002,2024-08-30,40.0
store_a,1002,2024-08-31,15.8
store_a,1002,2024-09-02,64.0
store_a,1002,2024-09-03,41.0
store_a,1002,2024-09-04,38.6
store_a,1002,2024-09-05,39.7
store_a,1002,2024-09-06,37.4
store_a,1002,2024-09-07,52.2
store_a,1002,2024-09-09,63.4
store_a,1002,2024-09-10,39.5
store_a,1002,2024-09-11,40.4
store_a,1002,2024-09-12,39.1
store_a,1002,2024-09-13,38.5
store_a,1002,14/09/2024,51.2
store_a,1002,2024-09-16,63.9
store_a,1002,2024-09-17,42.9
store_a,1002,2024-09-18,40.1
store_a,1002,2024-09-19,38.3
store_a,1002,2024-09-20,38.2
store_a,1002,2024-09-21,50.6
store_a,1002,2024-09-23,62.1
store_a,1002,2024-09-24,40.7
store_a,1002,2024-09-25,37.8
store_a,1002,2024-09-26,40.6
store_a,1002,2024-09-27,36.3
store_a,1002,2024-09-28,52.2
store_a,1002,2024-09-30,62.7
store_a,1002,2024-10-01,38.5
store_a,1002,2024-10-02,36.8
store_a,1002,2024-10-03,41.2
store_a,1002,2024-10-04,38.7
store_a,1002,2024-10-05,10.5
store_a,1002,2024-10-07,64.0
store_a,1002,2024-10-08,38.1
store_a,1002,2024-10-09,41.2
store_a,1002,2024-10-10,39.9
store_a,1002,2024-10-11,38.0
store_a,1002,2024-10-12,50.0
store_a,1002,2024-10-14,60.6
store_a,1002,2024-10-15,38.5
store_a,1002,2024-10-16,39.3
store_a,1002,2024-10-17,9.6
store_a,1002,2024-10-18,36.0
store_a,1002,2024-10-19,49.9
store_a,1002,2024-10-21,65.7
store_a,1002,2024-10-22,41.4
store_a ,1002,2024-10-23,36.3
store_a,1002,2024-10-24,38.9
store_a,1002,2024-10-25,38.8
store_a,1002,2024-10-26,53.3
store_a,1002,2024-10-28,64.6
store_a,1002,2024-10-29,38.4
store_a,1002,2024-10-30,37.1
store_a,1002,2024-10-31,43.3
store_a,1002,2024-11-01,37.4
store_a,1002,2024-11-02,51.0
store_a,1002,2024-11-04,63.0
store_a,1002,2024-11-05,41.4
store_a,1002,2024-11-06,38.8
store_a,1002,2024-11-07,15.3
store_a,1002,2024-11-08,38.0
store_a,1002,2024-11-09,49.8
store_a,1002,2024-11-11,61.0
store_a,1002,2024-11-12,41.6
store_a,1002,2024-11-13,39.5
store_a,1002,2024-11-14,38.7
store_a,1002,2024-11-15,39.2
STORE_A,1002,2024-11-16,51.4
store_a,1002,2024-11-18,63.3
store_a,1002,2024-11-19,40.5
store_a,1002,2024-11-20,40.9
store_a,1002,2024-11-21,39.0
store_a,1002,2024-11-22,39.0
store_a,1002,2024-11-23,52.6
store_a,1002,2024-11-25,65.7
store_a,1002,2024-11-26,36.2
store_a,1002,27/11/2024,40.5
 store_a,1002,2024-11-28,39.8
store_a,1002,2024-11-29,38.9
store_a,1002,2024-11-30,52.3
store_a,1002,2024-12-02,64.2
store_a,1002,2024-12-03,43.6
store_a,1002,2024-12-04,35.9
store_a,1002,2024-12-05,37.8
store_a,1002,2024-12-06,41.6
store_a,1002,07/12/2024,50.2
store_a,1002,2024-12-09,62.3
store_a,1002,2024-12-10,38.1
store_a,1002,2024-12-11,37.0
store_a,1002,2024-12-12,39.1
store_a,1002,2024-12-13,41.0
store_a,1002,2024-12-14,51.7
store_a,1002,2024-12-16,64.1
store_a,1002,2024-12-17,41.2
store_a,1002,2024-12-18,38.0
store_a,1002,2024-12-19,40.0
store_a,1002,2024-12-20,39.0
store_a,1002,2024-12-21,51.5
store_a,1002,2024-12-23,63.2
store_a,1002,2024-12-24,43.2
store_a,1002,25/12/2024,11.9
store_a,1002,26/12/2024,38.0
store_a,1002,2024-12-27,40.2
store_a,1002,2024-12-28,52.1
store_a,1002,2024-12-30,65.7
store_a,1002,2024-12-31,42.2
store_a,1003,2024-01-01,12.0
store_a,1003,2024-01-02,18.0
store_a,1003,2024-01-03,17.5
store_a,1003,2024-01-04,18.1
store_a,1003,2024-01-05,18.6
store_a,1003,2024-01-06,27.4
store_a,1003,2024-01-08,31.0
store_a,1003,2024-01-09,20.5
store_a,1003,2024-01-10,19.6
store_a,1003,2024-01-11,16.8
store_a,1003,2024-01-12,18.4
store_a,1003,2024-01-13,27.0
store_a,1003,2024-01-15,31.3
store_a,1003,2024-01-16,21.1
store_a,1003,2024-01-17,19.8
store_a,1003,2024-01-18,17.9
store_a,1003,2024-01-19,18.4
store_a,1003,2024-01-20,24.8
store_a,1003,2024-01-22,31.8
store_a,1003,2024-01-23,20.4
store_a,1003,2024-01-24,20.1
store_a,1003,2024-01-25,20.0
store_a,1003,2024-01-26,22.1
store_a,1003,2024-01-27,11.6
store_a,1003,2024-01-29,31.6
store_a,1003,2024-01-30,19.5
store_a,1003,2024-01-31,15.5
store_a ,1003,2024-02-01,17.0
store_a,1003,2024-02-02,18.0
store_a,1003,2024-02-03,27.3
store_a,1003,2024-02-05,32.0
store_a,1003,2024-02-06,21.6
store_a,1003,2024-02-07,17.1
store_a,1003,2024-02-08,17.4
store_a,1003,2024-02-09,16.7
store_a,1003,2024-02-10,25.5
store_a,1003,2024-02-12,31.2
store_a,1003,2024-02-13,20.0
store_a,1003,2024-02-14,14.0
store_a,1003,2024-02-15,17.1
store_a,1003,2024-02-16,2.9
store_a,1003,2024-02-17,25.0
store_a,1003,2024-02-19,30.7
store_a,1003,2024-02-20,20.6
store_a,1003,2024-02-21,6.5
store_a,1003,2024-02-22,20.0
store_a,1003,2024-02-23,20.4
store_a,1003,2024-02-24,25.9
store_a,1003,2024-02-26,31.1
store_a,1003,2024-02-27,20.6
store_a,1003,2024-02-28,16.7
store_a,1003,2024-02-29,21.7
store_a,1003,2024-03-01,17.5
store_a,1003,2024-03-02,4.2
store_a,1003,2024-03-04,31.0
store_a,1003,2024-03-05,16.9
store_a,1003,2024-03-06,20.7
store_a,1003,2024-03-07,19.7
store_a,1003,2024-03-08,5.4
store_a,1003,2024-03-09,24.0
store_a,1003,2024-03-11,31.1
store_a,1003,2024-03-12,19.3
store_a,1003,2024-03-13,19.2
store_a,1003,2024-03-14,18.3
store_a,1003,2024-03-15,19.1
store_a,1003,2024-03-16,21.4
 store_a,1003,2024-03-18,32.9
store_a,1003,2024-03-19,24.1
store_a,1003,2024-03-20,10.5
store_a,1003,2024-03-21,20.0
store_a,1003,2024-03-22,18.9
store_a,1003,2024-03-23,24.8
store_a,1003,2024-03-25,31.6
store_a,1003,2024-03-26,18.7
store_a,1003,2024-03-27,20.4
store_a,1003,2024-03-28,19.8
store_a,1003,2024-03-29,18.0
store_a,1003,2024-03-30,24.2
store_a,1003,2024-04-01,29.8
store_a,1003,2024-04-02,19.6
store_a,1003,2024-04-03,20.5
store_a,1003,2024-04-04,19.6
store_a,1003,2024-04-05,17.6
store_a,1003,2024-04-06,24.7
store_a,1003,2024-04-08,28.1
store_a,1003,2024-04-09,20.9
store_a,1003,10/04/2024,22.6
store_a,1003,2024-04-11,19.4
store_a,1003,2024-04-12,18.4
store_a,1003,2024-04-13,7.4
store_a ,1003,2024-04-15,32.0
store_a,1003,2024-04-16,20.5
store_a,1003,2024-04-17,7.5
store_a,1003,2024-04-18,19.0
store_a,1003,2024-04-19,17.4
store_a,1003,2024-04-20,26.5
store_a,1003,2024-04-22,30.9
store_a,1003,2024-04-23,20.9
store_a,1003,2024-04-24,18.3
store_a,1003,2024-04-25,19.3
store_a,1003,2024-04-26,20.1
store_a,1003,2024-04-27,28.9
store_a,1003,2024-04-29,31.7
store_a,1003,2024-04-30,20.2
store_a,1003,01/05/2024,21.2
store_a,1003,2024-05-02,19.4
store_a,1003,2024-05-03,19.2
store_a,1003,2024-05-04,27.4
store_a,1003,2024-05-06,30.8
store_a,1003,2024-05-07,20.0
store_a,1003,2024-05-08,19.6
store_a,1003,2024-05-09,17.6
store_a,1003,2024-05-10,17.9
store_a,1003,2024-05-11,26.2
store_a,1003,2024-05-13,31.2
store_a,1003,2024-05-14,21.7
store_a,1003,2024-05-15,20.2
store_a,1003,2024-05-16,16.2
store_a,1003,2024-05-17,20.4
store_a,1003,2024-05-18,25.1
store_a,1003,2024-05-20,32.1
store_a,1003,2024-05-21,21.7
store_a,1003,2024-05-22,20.7
store_a,1003,2024-05-23,16.9
store_a,1003,2024-05-24,17.3
store_a,1003,2024-05-25,24.6
store_a,1003,27/05/2024,11.5
store_a,1003,2024-05-28,17.0
store_a,1003,2024-05-29,20.6
store_a,1003,2024-05-30,18.5
store_a,1003,2024-05-31,20.5
store_a,1003,2024-06-01,25.0
store_a,1003,2024-06-03,36.2
store_a,1003,2024-06-04,20.7
store_a,1003,2024-06-05,21.0
store_a,1003,2024-06-06,20.1
store_a,1003,2024-06-07,16.8
store_a,1003,2024-06-08,28.2
store_a,1003,2024-06-10,14.1
store_a,1003,2024-06-11,19.0
store_a,1003,2024-06-12,19.3
store_a,1003,2024-06-13,17.8
store_a,1003,2024-06-14,18.9
