store_id,item_number,ordering_day,delivery_day,recommended_quantity
store_a,1001,2024-04-08,2024-04-09,0
store_a,1001,2024-04-10,2024-04-11,19
store_a,1001,2024-04-11,2024-04-12,20
store_a,1001,2024-04-12,2024-04-13,13
store_a,1001,2024-04-13,2024-04-15,23
store_a,1001,2024-04-15,2024-04-16,2
store_a,1001,2024-04-16,2024-04-17,-5
store_a,1001,2024-04-17,2024-04-18,24
store_a,1001,2024-04-18,2024-04-19,10
store_a,1001,2024-04-19,2024-04-20,21
store_a,1001,2024-04-20,2024-04-22,20
store_a,1001.0,2024-04-22,2024-04-23,0
store_a,1001,2024-04-23,2024-04-24,15
store_a,1001,2024-04-24,2024-04-25,16
store_a,1001,2024-04-25,2024-04-26,14
store_a,1001.0,2024-04-26,2024-04-27,19
store_a,1001,2024-04-27,2024-04-29,19
store_a,1001,2024-04-29,2024-04-30,3
STORE_A,1001,2024-04-30,2024-05-01,10
store_a,1001,2024-05-01,2024-05-02,16
store_a,1001,2024-05-02,2024-05-03,12
store_a,1001,2024-05-03,2024-05-04,28
store_a,1001,2024-05-04,2024-05-06,24
store_a,1001,2024-05-06,2024-05-07,0
store_a,1001.0,2024-05-07,2024-05-08,5
store_a,1001.0,2024-05-08,2024-05-09,19
store_a,1001,2024-05-09,2024-05-10,14
store_a,1001,2024-05-10,2024-05-11,26
store_a,1001,2024-05-11,2024-05-13,19
store_a,1001,2024-05-13,2024-05-14,0
store_a,1001,2024-05-14,2024-05-15,14
store_a,1001,2024-05-15,2024-05-16,18
store_a,1001,2024-05-16,2024-05-17,14
store_a,1001,2024-05-17,2024-05-18,21
store_a,1001,2024-05-18,2024-05-20,20
store_a,1001,2024-05-20,2024-05-21,0
store_a,1001,2024-05-21,2024-05-22,12
store_a,1001,2024-05-22,2024-05-23,14
store_a,1001,2024-05-23,2024-05-24,13
store_a,1001,2024-05-24,2024-05-25,28
store_a,1001,2024-05-25,2024-05-27,21
store_a,1001,2024-05-27,2024-05-28,2
store_a,1001,2024-05-28,2024-05-29,12
store_a,1001,2024-05-29,2024-05-30,17
store_a,1001,2024-05-30,2024-05-31,12
store_a,1001.0,2024-05-31,2024-06-01,20
store_a,1001,2024-06-01,2024-06-03,24
store_a,1001,2024-06-03,2024-06-04,0
store_a,1001,2024-06-04,2024-06-05,12
store_a,1001,2024-06-05,2024-06-06,14
store_a,1001,2024-06-06,2024-06-07,18
store_a,1001,2024-06-07,2024-06-08,21
store_a,1001,2024-06-08,2024-06-10,25
store_a,1001,2024-06-10,2024-06-11,0
store_a,1001,2024-06-11,2024-06-12,16
store_a,1001,2024-06-12,2024-06-13,12
store_a,1001,2024-06-13,2024-06-14,17
store_a,1001,2024-06-14,2024-06-15,24
store_a,1001.0,2024-06-15,2024-06-17,23
store_a,1001,2024-06-17,2024-06-18,0
store_a,1001,2024-06-18,2024-06-19,13
store_a,1001,2024-06-19,2024-06-20,11
store_a,1001,2024-06-20,2024-06-21,15
store_a,1001,2024-06-21,2024-06-22,16
store_a,1001,2024-06-22,2024-06-24,25
store_a,1001,2024-06-24,2024-06-25,2
store_a,1001,2024-06-25,2024-06-26,7
store_a,1001,2024-06-26,2024-06-27,13
store_a,1001,2024-06-27,2024-06-28,15
store_a,1001,2024-06-28,2024-06-29,-2
store_a,1001,2024-06-29,2024-07-01,37
store_a,1001,2024-07-01,2024-07-02,1
store_a,1001,2024-07-02,2024-07-03,9
store_a,1001,2024-07-03,2024-07-04,11
store_a,1001,2024-07-04,2024-07-05,16
store_a,1001,2024-07-05,2024-07-06,24
store_a,1001,2024-07-06,2024-07-08,20
store_a,1001,2024-07-08,2024-07-09,2
store_a,1001,2024-07-09,2024-07-10,13
store_a,1001,2024-07-10,2024-07-11,14
store_a,1001,2024-07-11,2024-07-12,12
store_a,1001,2024-07-12,2024-07-13,19
store_a,1001.0,2024-07-13,2024-07-15,21
store_a,1001.0,2024-07-15,2024-07-16,0
store_a,1001,2024-07-16,2024-07-17,7
store_a,1001,2024-07-17,2024-07-18,18
store_a,1001,2024-07-18,2024-07-19,12
store_a,1001,2024-07-19,2024-07-20,17
store_a,1001,2024-07-20,2024-07-22,21
store_a,1001.0,2024-07-22,2024-07-23,7
store_a,1001,2024-07-23,2024-07-24,17
store_a,1001,2024-07-24,2024-07-25,11
store_a,1001,2024-07-25,2024-07-26,19
store_a,1001,2024-07-26,2024-07-27,17
store_a,1001,2024-07-27,2024-07-29,22
store_a,1001,2024-07-29,2024-07-30,0
store_a,1001,2024-07-30,2024-07-31,12
store_a,1001.0,2024-07-31,2024-08-01,11
store_a,1001,2024-08-01,2024-08-02,14
store_a,1001,2024-08-02,2024-08-03,28
store_a,1001,2024-08-03,2024-08-05,16
store_a,1001,2024-08-05,2024-08-06,0
store_a,1001,2024-08-06,2024-08-07,11
store_a,1001,2024-08-07,2024-08-08,15
store_a,1001,2024-08-08,2024-08-09,11
store_a,1001,2024-08-09,2024-08-10,25
store_a,1001,2024-08-10,2024-08-12,17
store_a,1001,2024-08-12,2024-08-13,4
store_a,1001,2024-08-13,2024-08-14,11
store_a,1001,2024-08-14,2024-08-15,18
store_a,1001,2024-08-15,2024-08-16,10
store_a,1001,2024-08-16,2024-08-17,23
store_a,1001,2024-08-17,2024-08-19,-2
store_a,1001,2024-08-19,2024-08-20,25
store_a,1001,2024-08-20,2024-08-21,13
store_a,1001,2024-08-21,2024-08-22,12
store_a,1001,2024-08-22,2024-08-23,18
store_a,1001,2024-08-23,2024-08-24,21
store_a,1001,2024-08-24,2024-08-26,26
store_a,1001,2024-08-26,2024-08-27,2
store_a,1001.0,2024-08-27,2024-08-28,12
store_a,1001,2024-08-28,2024-08-29,10
store_a,1001,2024-08-29,2024-08-30,21
store_a,1001,2024-08-30,2024-08-31,23
store_a,1001,2024-08-31,2024-09-02,25
store_a,1001,2024-09-02,2024-09-03,0
store_a,1001,2024-09-03,2024-09-04,9
store_a,1001,2024-09-04,2024-09-05,11
store_a,1001,2024-09-05,2024-09-06,13
STORE_A,1001,2024-09-06,2024-09-07,21
store_a,1001,2024-09-07,2024-09-09,21
store_a,1001,2024-09-09,2024-09-10,0
store_a,1001,2024-09-10,2024-09-11,15
store_a,1001,2024-09-11,2024-09-12,13
store_a,1001,2024-09-12,2024-09-13,-2
store_a,1001,2024-09-13,2024-09-14,29
store_a,1001,2024-09-14,2024-09-16,23
store_a,1001.0,2024-09-16,2024-09-17,0
store_a,1001,2024-09-17,2024-09-18,15
store_a,1001,2024-09-18,2024-09-19,11
store_a,1001,2024-09-19,2024-09-20,15
store_a,1001,2024-09-20,2024-09-21,26
store_a,1001,2024-09-21,2024-09-23,20
store_a,1001,2024-09-23,2024-09-24,0
store_a,1001,2024-09-24,2024-09-25,12
store_a,1001,2024-09-25,2024-09-26,18
store_a,1001,2024-09-26,2024-09-27,14
store_a,1001,2024-09-27,2024-09-28,21
store_a,1001,2024-09-28,2024-09-30,25
store_a,1001,2024-09-30,2024-10-01,0
store_a,1001,2024-10-01,2024-10-02,7
store_a,1001,2024-10-02,2024-10-03,15
store_a,1001,2024-10-03,2024-10-04,11
store_a,1001,2024-10-04,2024-10-05,26
store_a,1001,2024-10-05,2024-10-07,20
store_a,1001.0,2024-10-07,2024-10-08,0
store_a,1001.0,2024-10-08,2024-10-09,10
store_a,1001,2024-10-09,2024-10-10,14
store_a,1001,2024-10-10,2024-10-11,14
store_a,1001,2024-10-11,2024-10-12,23
store_a,1001,2024-10-12,2024-10-14,21
store_a,1001,2024-10-14,2024-10-15,0
store_a,1001,2024-10-15,2024-10-16,16
store_a,1001,2024-10-16,2024-10-17,12
store_a ,1001,2024-10-17,2024-10-18,-4
store_a,1001,2024-10-18,2024-10-19,29
store_a,1001,2024-10-19,2024-10-21,20
store_a,1001,2024-10-21,2024-10-22,0
store_a,1001,2024-10-22,2024-10-23,13
store_a,1001.0,2024-10-23,2024-10-24,11
store_a,1001,2024-10-24,2024-10-25,17
store_a,1001,2024-10-25,2024-10-26,23
store_a,1001,2024-10-26,2024-10-28,16
store_a,1001,2024-10-28,2024-10-29,0
store_a,1001,2024-10-29,2024-10-30,13
store_a,1001,2024-10-30,2024-10-31,17
store_a,1001,2024-10-31,2024-11-01,16
store_a,1001,2024-11-01,2024-11-02,24
store_a,1001,2024-11-02,2024-11-04,20
store_a,1001,2024-11-04,2024-11-05,0
store_a,1001,2024-11-05,2024-11-06,11
store_a,1001,2024-11-06,2024-11-07,14
store_a,1001,2024-11-07,2024-11-08,11
store_a,1001,2024-11-08,2024-11-09,24
store_a,1001,2024-11-09,2024-11-11,18
store_a,1001.0,2024-11-11,2024-11-12,3
store_a,1001,2024-11-12,2024-11-13,13
store_a,1001,2024-11-13,2024-11-14,14
store_a,1001.0,2024-11-14,2024-11-15,17
store_a,1001,2024-11-15,2024-11-16,17
store_a,1001,2024-11-16,2024-11-18,23
store_a,1001,2024-11-18,2024-11-19,1
store_a,1001,2024-11-19,2024-11-20,19
store_a,1001,2024-11-21,2024-11-22,20
store_a,1001,2024-11-22,2024-11-23,-1
store_a,1001,2024-11-23,2024-11-25,37
store_a,1001,2024-11-25,2024-11-26,1
store_a,1001,2024-11-26,2024-11-27,13
store_a,1001,2024-11-27,2024-11-28,13
store_a,1001,2024-11-28,2024-11-29,16
store_a,1001,2024-11-29,2024-11-30,19
store_a,1001,2024-11-30,2024-12-02,26
store_a,1001,2024-12-02,2024-12-03,6
store_a ,1001,2024-12-03,2024-12-04,9
store_a,1001,2024-12-04,2024-12-05,14
store_a,1001,2024-12-05,2024-12-06,9
store_a,1001,2024-12-06,2024-12-07,21
store_a,1001,2024-12-07,2024-12-09,18
store_a,1001,2024-12-09,2024-12-10,2
store_a,1001,2024-12-10,2024-12-11,16
store_a,1001,2024-12-11,2024-12-12,11
store_a,1001,2024-12-12,2024-12-13,17
store_a,1001,2024-12-14,2024-12-16,38
store_a,1001,2024-12-16,2024-12-17,0
store_a,1001,2024-12-17,2024-12-18,14
store_a,1001,2024-12-18,2024-12-19,12
store_a,1001,2024-12-19,2024-12-20,15
store_a,1001.0,2024-12-20,2024-12-21,17
store_a,1001,2024-12-21,2024-12-23,23
 store_a,1001,2024-12-23,2024-12-24,1
store_a,1001,2024-12-24,2024-12-25,10
store_a,1001,2024-12-25,2024-12-26,16
store_a,1001,2024-12-26,2024-12-27,8
store_a,1001,2024-12-27,2024-12-28,24
store_a,1001,2024-12-28,2024-12-30,17
store_a,1001,2024-12-30,2024-12-31,3
store_a,1001,2024-12-31,2025-01-01,16
store_a ,1002,2024-01-01,2024-01-02,39
store_a,1002,2024-01-02,2024-01-03,26
store_a,1002,2024-01-03,2024-01-04,31
store_a,1002.0,2024-01-04,2024-01-05,16
store_a,1002,2024-01-05,2024-01-06,46
store_a,1002,2024-01-06,2024-01-08,39
store_a,1002.0,2024-01-08,2024-01-09,10
store_a,1002,2024-01-09,2024-01-10,25
store_a,1002,2024-01-11,2024-01-12,40
store_a,1002,2024-01-12,2024-01-13,38
store_a,1002,2024-01-13,2024-01-15,46
store_a,1002,2024-01-15,2024-01-16,0
store_a,1002,2024-01-16,2024-01-17,27
store_a,1002,2024-01-17,2024-01-18,17
store_a,1002,2024-01-18,2024-01-19,28
store_a,1002,2024-01-19,2024-01-20,44
store_a,1002,2024-01-20,2024-01-22,40
store_a,1002,2024-01-22,2024-01-23,0
store_a,1002,2024-01-23,2024-01-24,29
store_a,1002,2024-01-24,2024-01-25,21
store_a,1002,2024-01-25,2024-01-26,28
store_a,1002,2024-01-26,2024-01-27,41
store_a,1002,2024-01-27,2024-01-29,38
store_a,1002,2024-01-29,2024-01-30,1
store_a,1002,2024-01-30,2024-01-31,28
store_a,1002,2024-01-31,2024-02-01,29
store_a,1002,2024-02-01,2024-02-02,25
store_a,1002,2024-02-02,2024-02-03,39
store_a,1002,2024-02-03,2024-02-05,31
store_a,1002,2024-02-05,2024-02-06,3
store_a,1002.0,2024-02-06,2024-02-07,25
store_a,1002,2024-02-07,2024-02-08,27
store_a,1002.0,2024-02-08,2024-02-09,28
store_a,1002,2024-02-09,2024-02-10,34
store_a,1002,2024-02-10,2024-02-12,39
store_a,1002,2024-02-12,2024-02-13,2
store_a,1002,2024-02-13,2024-02-14,27
store_a ,1002.0,2024-02-14,2024-02-15,23
store_a,1002,2024-02-15,2024-02-16,23
store_a,1002,2024-02-16,2024-02-17,40
store_a,1002,2024-02-17,2024-02-19,50
store_a,1002,2024-02-19,2024-02-20,6
store_a,1002,2024-02-20,2024-02-21,23
store_a,1001,2024-04-01,2024-04-02,3
store_a,1002,2024-02-21,2024-02-22,25
store_a,1002,2024-02-22,2024-02-23,19
store_a,1002,2024-02-23,2024-02-24,-4
 store_a,1002,2024-02-24,2024-02-26,64
store_a,1002.0,2024-02-26,2024-02-27,6
store_a,1002,2024-02-27,2024-02-28,23
store_a,1002,2024-02-28,2024-02-29,28
store_a,1002.0,2024-02-29,2024-03-01,39
store_a,1002.0,2024-03-01,2024-03-02,39
store_a,1002.0,2024-03-02,2024-03-04,38
store_a,1002,2024-03-04,2024-03-05,9
store_a,1002,2024-03-05,2024-03-06,28
store_a,1002.0,2024-03-06,2024-03-07,32
store_a,1002,2024-03-07,2024-03-08,26
store_a,1002,2024-03-08,2024-03-09,-5
store_a,1002,2024-03-09,2024-03-11,62
 store_a,1002,2024-03-11,2024-03-12,4
store_a,1002,2024-03-12,2024-03-13,22
store_a,1002,2024-03-13,2024-03-14,17
store_a,1002,2024-03-14,2024-03-15,33
store_a,1002,2024-03-15,2024-03-16,34
store_a,1002,2024-03-16,2024-03-18,34
store_a,1002,2024-03-18,2024-03-19,-4
store_a,1002,2024-03-19,2024-03-20,26
 store_a,1002.0,2024-03-20,2024-03-21,25
store_a,1002,2024-03-21,2024-03-22,28
store_a,1002,2024-03-22,2024-03-23,44
store_a,1002,2024-03-23,2024-03-25,35
store_a,1002,2024-03-25,2024-03-26,4
store_a,1002,2024-03-26,2024-03-27,28
store_a,1002,2024-03-27,2024-03-28,27
store_a,1002,2024-03-28,2024-03-29,25
store_a,1002,2024-03-29,2024-03-30,40
store_a,1002,2024-03-30,2024-04-01,45
store_a,1002,2024-04-01,2024-04-02,0
store_a,1002,2024-04-02,2024-04-03,-2
store_a,1002,2024-04-03,2024-04-04,39
store_a,1002,2024-04-04,2024-04-05,27
store_a,1002,2024-04-05,2024-04-06,35
store_a,1002,2024-04-06,2024-04-08,40
store_a,1002,2024-04-08,2024-04-09,0
store_a,1002,2024-04-09,2024-04-10,15
store_a,1002,2024-04-10,2024-04-11,28
store_a,1002,2024-04-11,2024-04-12,23
store_a,1002,2024-04-12,2024-04-13,35
store_a,1002,2024-04-13,2024-04-15,38
store_a,1002,2024-04-15,2024-04-16,2
store_a,1002.0,2024-04-16,2024-04-17,33
store_a,1002,2024-04-17,2024-04-18,24
store_a,1002.0,2024-04-18,2024-04-19,27
store_a,1002,2024-04-19,2024-04-20,34
store_a,1002,2024-04-20,2024-04-22,42
store_a,1002,2024-04-22,2024-04-23,0
store_a,1002,2024-04-23,2024-04-24,23
store_a,1002,2024-04-24,2024-04-25,18
store_a,1002,2024-04-25,2024-04-26,15
store_a,1002,2024-04-26,2024-04-27,44
store_a,1002,2024-04-27,2024-04-29,38
store_a,1002,2024-04-29,2024-04-30,2
store_a,1002.0,2024-04-30,2024-05-01,23
store_a,1002,2024-05-01,2024-05-02,19
store_a ,1002,2024-05-02,2024-05-03,30
store_a,1002,2024-05-03,2024-05-04,34
store_a,1002,2024-05-04,2024-05-06,36
store_a,1002,2024-05-06,2024-05-07,4
store_a,1002,2024-05-07,2024-05-08,28
store_a,1048,2024-11-22,2024-11-23,39
store_a,1002,2024-05-08,2024-05-09,24
store_a,1002,2024-05-09,2024-05-10,30
store_a,1002,2024-05-11,2024-05-13,67
store_a,1002,2024-05-13,2024-05-14,0
store_a,1002,2024-05-14,2024-05-15,25
store_a,1002,2024-05-15,2024-05-16,28
store_a,1002,2024-05-16,2024-05-17,26
store_a,1002,2024-05-17,2024-05-18,41
store_a,1002,2024-05-18,2024-05-20,41
store_a,1002,2024-05-20,2024-05-21,1
store_a,1002,2024-05-21,2024-05-22,22
store_a,1002,2024-05-22,2024-05-23,20
store_a,1002,2024-05-23,2024-05-24,29
store_a,1002,2024-05-24,2024-05-25,40
store_a,1002,2024-05-25,2024-05-27,31
store_a,1002,2024-05-27,2024-05-28,0
store_a,1002,2024-05-28,2024-05-29,22
store_a,1002,2024-05-29,2024-05-30,16
store_a,1002,2024-05-30,2024-05-31,30
store_a,1002,2024-05-31,2024-06-01,44
store_a,1002,2024-06-01,2024-06-03,29
store_a,1002,2024-06-03,2024-06-04,0
store_a,1002,2024-06-04,2024-06-05,25
store_a,1002,2024-06-05,2024-06-06,24
store_a,1002,2024-06-06,2024-06-07,22
store_a,1002,2024-06-07,2024-06-08,36
store_a,1002,2024-06-08,2024-06-10,40
store_a,1002.0,2024-06-10,2024-06-11,2
store_a,1002,2024-06-11,2024-06-12,22
store_a,1002,2024-06-12,2024-06-13,25
store_a,1002,2024-06-13,2024-06-14,19
store_a,1002,2024-06-14,2024-06-15,51
store_a,1002,2024-06-15,2024-06-17,36
store_a,1002,2024-06-17,2024-06-18,2
store_a,1002,2024-06-18,2024-06-19,19
store_a,1002,2024-06-19,2024-06-20,26
store_a,1002,2024-06-20,2024-06-21,27
store_a,1002,2024-06-21,2024-06-22,34
store_a,1002,2024-06-22,2024-06-24,38
store_a,1002,2024-06-24,2024-06-25,8
store_a,1002,2024-06-25,2024-06-26,18
store_a,1002,2024-06-26,2024-06-27,22
store_a,1002,2024-06-27,2024-06-28,21
store_a,1002,2024-06-28,2024-06-29,42
store_a,1002,2024-06-29,2024-07-01,41
store_a,1002,2024-07-01,2024-07-02,0
store_a,1002,2024-07-02,2024-07-03,23
store_a,1002,2024-07-03,2024-07-04,16
store_a,1002,2024-07-04,2024-07-05,28
store_a,1002,2024-07-05,2024-07-06,42
store_a,1002,2024-07-06,2024-07-08,34
store_a,1002.0,2024-07-08,2024-07-09,0
STORE_A,1002,2024-07-09,2024-07-10,21
store_a,1002,2024-07-10,2024-07-11,32
store_a,1002,2024-07-11,2024-07-12,26
store_a,1002,2024-07-12,2024-07-13,31
store_a,1002,2024-07-13,2024-07-15,40
store_a,1002,2024-07-15,2024-07-16,0
store_a,1002,2024-07-16,2024-07-17,22
store_a,1002,2024-07-17,2024-07-18,34
store_a,1002,2024-07-18,2024-07-19,22
store_a,1002,2024-07-19,2024-07-20,40
store_a,1002,2024-07-20,2024-07-22,36
store_a,1002,2024-07-22,2024-07-23,5
store_a,1002,2024-07-24,2024-07-25,41
store_a,1002.0,2024-07-25,2024-07-26,26
store_a,1002,2024-07-26,2024-07-27,33
store_a,1002,2024-07-27,2024-07-29,36
store_a,1002,2024-07-30,2024-07-31,30
store_a,1002,2024-07-31,2024-08-01,18
store_a,1002,2024-08-01,2024-08-02,29
store_a,1002,2024-08-02,2024-08-03,35
store_a,1002,2024-08-03,2024-08-05,45
store_a,1002,2024-08-05,2024-08-06,0
store_a,1002,2024-08-06,2024-08-07,31
store_a,1002,2024-08-07,2024-08-08,21
store_a,1002,2024-08-08,2024-08-09,20
store_a,1002,2024-08-09,2024-08-10,43
store_a,1002,2024-08-10,2024-08-12,39
store_a,1002.0,2024-08-12,2024-08-13,1
store_a,1002,2024-08-13,2024-08-14,24
store_a,1002,2024-08-14,2024-08-15,-3
STORE_A,1002,2024-08-15,2024-08-16,38
store_a,1002,2024-08-16,2024-08-17,43
store_a,1002,2024-08-17,2024-08-19,40
store_a,1002,2024-08-19,2024-08-20,5
store_a,1002,2024-08-20,2024-08-21,30
store_a,1002,2024-08-21,2024-08-22,26
store_a,1002,2024-08-22,2024-08-23,26
store_a,1002,2024-08-23,2024-08-24,45
store_a,1002,2024-08-24,2024-08-26,33
store_a,1002,2024-08-26,2024-08-27,0
store_a,1002,2024-08-27,2024-08-28,33
store_a,1002,2024-08-28,2024-08-29,26
store_a,1002,2024-08-29,2024-08-30,25
store_a,1002,2024-08-31,2024-09-02,64
store_a,1002,2024-09-02,2024-09-03,0
store_a,1002,2024-09-03,2024-09-04,15
store_a,1002,2024-09-04,2024-09-05,26
store_a,1002,2024-09-05,2024-09-06,19
store_a,1002,2024-09-06,2024-09-07,49
store_a,1002,2024-09-07,2024-09-09,32
store_a,1002,2024-09-09,2024-09-10,5
store_a,1002,2024-09-10,2024-09-11,29
store_a,1002,2024-09-11,2024-09-12,21
store_a,1002,2024-09-12,2024-09-13,21
store_a,1002,2024-09-13,2024-09-14,37
store_a,1002,2024-09-14,2024-09-16,41
store_a,1002,2024-09-16,2024-09-17,0
store_a,1002,2024-09-17,2024-09-18,29
store_a,1002,2024-09-18,2024-09-19,22
store_a,1002,2024-09-19,2024-09-20,27
store_a,1002,2024-09-20,2024-09-21,39
store_a,1002,2024-09-21,2024-09-23,39
store_a,1002,2024-09-23,2024-09-24,0
store_a,1002.0,2024-09-24,2024-09-25,21
store_a,1002,2024-09-25,2024-09-26,26
store_a,1002.0,2024-09-26,2024-09-27,18
store_a,1002,2024-09-27,2024-09-28,43
store_a,1002,2024-09-28,2024-09-30,37
store_a,1002,2024-09-30,2024-10-01,2
store_a,1002,2024-10-01,2024-10-02,22
store_a,1002,2024-10-02,2024-10-03,30
store_a,1002,2024-10-03,2024-10-04,27
store_a,1002,2024-10-05,2024-10-07,64
store_a,1002,2024-10-07,2024-10-08,4
store_a,1002,2024-10-08,2024-10-09,30
store_a,1002,2024-10-09,2024-10-10,19
store_a,1002.0,2024-10-10,2024-10-11,24
store_a,1002,2024-10-11,2024-10-12,39
store_a,1002.0,2024-10-12,2024-10-14,38
store_a,1002,2024-10-14,2024-10-15,11
store_a,1002,2024-10-15,2024-10-16,21
store_a,1002.0,2024-10-17,2024-10-18,36
store_a,1002,2024-10-18,2024-10-19,39
store_a,1002,2024-10-19,2024-10-21,44
store_a,1002,2024-10-21,2024-10-22,0
store_a,1002,2024-10-22,2024-10-23,20
store_a,1002,2024-10-23,2024-10-24,30
store_a,1002,2024-10-24,2024-10-25,23
store_a,1002,2024-10-25,2024-10-26,36
store_a,1002,2024-10-26,2024-10-28,34
store_a,1002,2024-10-28,2024-10-29,1
store_a,1002,2024-10-29,2024-10-30,23
store_a,1002,2024-10-30,2024-10-31,38
store_a,1002,2024-10-31,2024-11-01,19
store_a,1002,2024-11-01,2024-11-02,38
store_a,1002,2024-11-02,2024-11-04,38
store_a,1002,2024-11-04,2024-11-05,6
store_a,1002,2024-11-05,2024-11-06,19
store_a,1023,2024-02-19,2024-02-20,0
store_a,1002,2024-11-07,2024-11-08,38
store_a,1002.0,2024-11-08,2024-11-09,44
store_a,1002.0,2024-11-09,2024-11-11,37
store_a,1002,2024-11-11,2024-11-12,2
store_a,1002,2024-11-12,2024-11-13,17
store_a,1002.0,2024-11-13,2024-11-14,30
store_a,1002.0,2024-11-14,2024-11-15,26
store_a,1002.0,2024-11-15,2024-11-16,33
store_a,1002,2024-11-16,2024-11-18,39
store_a,1002.0,2024-11-18,2024-11-19,0
store_a,1002,2024-11-19,2024-11-20,16
store_a,1002,2024-11-20,2024-11-21,27
store_a,1002,2024-11-21,2024-11-22,30
store_a,1002,2024-11-22,2024-11-23,47
store_a,1002,2024-11-23,2024-11-25,43
store_a,1002,2024-11-25,2024-11-26,1
store_a,1002,2024-11-26,2024-11-27,28
store_a,1002,2024-11-27,2024-11-28,25
store_a,1002,2024-11-28,2024-11-29,23
store_a,1002,2024-11-29,2024-11-30,39
store_a,1002,2024-11-30,2024-12-02,34
store_a,1002,2024-12-03,2024-12-04,17
store_a,1002,2024-12-04,2024-12-05,30
store_a,1002,2024-12-05,2024-12-06,27
store_a,1002,2024-12-06,2024-12-07,30
store_a,1002,2024-12-07,2024-12-09,42
store_a,1002,2024-12-09,2024-12-10,3
store_a,1002,2024-12-10,2024-12-11,23
